MessageText	JudgedDomain	JudgedConstraints	JudgedIntent
add baking powder salt and Cortana on Windows - 6 February 2020 Working Session to my baking list pancake list	NOTE	add <note_text> Cortana on Windows - 6 February 2020 Working Session </note_text> and <note_text> Cortana on Windows - 6 February 2020 Working Session </note_text> to my <title> baking </title> <data_type> list </data_type> <title> pancake </title> <data_type> list </data_type>	add_to_note
add 2019 ProgramGuide into my task list	NOTE	add <note_text> 2019 ProgramGuide </note_text> into my <title> task </title> <data_type> list </data_type>	add_to_note
find Principal Briefing FINAL Posted Jan 23 2020 word file	FILES	find <file_keyword> Principal Briefing FINAL Posted Jan 23 2020 </file_keyword> <file_type> word </file_type> file	file_search
i need a meeting to Running Experiments	CALENDAR	i need a meeting to <title> Running Experiments </title>	create_calendar_entry
find beryl li	PEOPLE	find <contact_name> beryl li </contact_name>	search_people_by_name
xlsx ashuthosh upadhyaya cshared about reminder	FILES	<file_type> xlsx </file_type> <contact_name> ashuthosh upadhyaya </contact_name> <file_action> cshared </file_action> about <file_keyword> reminder </file_keyword>	file_search
find Mobile Clients - Release Tracking on deck	FILES	find <file_keyword> Mobile Clients - Release Tracking </file_keyword> on <file_type> deck </file_type>	file_search
remind me to MSAI London Munich Team All Hands April '19 on third friday of this month	REMINDER	remind me to <reminder_text> MSAI London Munich Team All Hands April '19 </reminder_text> on <start_date> third friday of this month </start_date>	create_single_reminder
document titled with Management	FILES	document titled with <file_name> Management </file_name>	file_search
where does yvonne weeklySmaugMeeting	PEOPLE	where does <contact_name> yvonne </contact_name> <people_attribute> weeklySmaugMeeting </people_attribute>	search_people_attribute
set a reminder to S+A OM focused Shiproom 01212020	REMINDER	set a reminder to <reminder_text> S+A OM focused Shiproom 01212020 </reminder_text>	create_single_reminder
open Distracted_2020 xlsx by ashuthosh upadhyaya	FILES	open <file_keyword> Distracted_2020 </file_keyword> <file_type> xlsx </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	file_open
find me AlternationsWithQuestionsAndAnswers excel by ashuthosh upadhyaya	FILES	find me <file_keyword> AlternationsWithQuestionsAndAnswers </file_keyword> <file_type> excel </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	file_search
find Highlights extraction from meeting transcript - Jan 2020 excel	FILES	find <file_keyword> Highlights extraction from meeting transcript - Jan 2020 </file_keyword> <file_type> excel </file_type>	file_search
xlsx by upadhyaya named Set Up Compliant Cortana for iOS	FILES	<file_type> xlsx </file_type> by <contact_name> upadhyaya </contact_name> named <file_name> Set Up Compliant Cortana for iOS </file_name>	file_search
xls by upadhyaya called Product AI investments - FY19	FILES	<file_type> xls </file_type> by <contact_name> upadhyaya </contact_name> called <file_name> Product AI investments - FY19 </file_name>	file_search
open Manganese-Search document by suman	FILES	open <file_keyword> Manganese-Search </file_keyword> document by <contact_name> suman </contact_name>	file_open
what is silvers Jiahui_Q3_OKRs	PEOPLE	what is <contact_name> silver </contact_name> s <people_attribute> Jiahui_Q3_OKRs </people_attribute>	search_people_attribute
dwight kruger Cortana in Teams R2 Weekly Shiproom 1-29	PEOPLE	<contact_name> dwight kruger </contact_name> <people_attribute> Cortana in Teams R2 Weekly Shiproom 1-29 </people_attribute>	search_people_attribute
Steve's Team xls	FILES	<file_keyword> Steve's Team </file_keyword> <file_type> xls </file_type>	file_search
messages after midnight	TEAMSMESSAGE	messages after <start_time> midnight </start_time>	search_message
who is hari	PEOPLE	who is <contact_name> hari </contact_name>	search_people_by_name
display recently edited file named Kingston	FILES	display <file_recency> recently </file_recency> <file_action> edited </file_action> file named <file_name> Kingston </file_name>	file_search
add baking powder salt and Jan Review to my pancake list	NOTE	add <note_text> Jan Review </note_text> and <note_text> Jan Review </note_text> to my <title> pancake </title> <data_type> list </data_type>	add_to_note
GRC Review Office Hours Sign-Up Sheet event	CALENDAR	<title> GRC Review Office Hours Sign-Up Sheet </title> event	find_calendar_entry
next M365 Search - 3S Instrumentation - Client Contracts meeting with rachna	CALENDAR	<start_time> next </start_time> <title> M365 Search - 3S Instrumentation - Client Contracts </title> meeting with <contact_name> rachna </contact_name>	find_calendar_entry
add Kingston-Device 2-BVT to	NOTE	add <note_text> Kingston-Device 2-BVT </note_text> to	add_to_note
remind me to Smart Suggestions in Teams - Jan 2020 1340 pm next week off on friday	REMINDER	remind me to <reminder_text> Smart Suggestions in Teams - Jan 2020 </reminder_text> <start_time> 1340 pm </start_time> <start_date> next week </start_date> off on friday	create_single_reminder
find Signed_Tax_InvoiceReceipt_No_103998 on deck	FILES	find <file_keyword> Signed_Tax_InvoiceReceipt_No_103998 </file_keyword> on <file_type> deck </file_type>	file_search
open Cortana Israel - Action Item extraction - Shiproom xlsx by ashuthosh upadhyaya	FILES	open <file_keyword> Cortana Israel - Action Item extraction - Shiproom </file_keyword> <file_type> xlsx </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	file_open
remind me to CPM Onboarding List in 2 minutes	REMINDER	remind me to <reminder_text> CPM Onboarding List </reminder_text> <start_time> in 2 minutes </start_time>	create_single_reminder
messages that do not have attachments	TEAMSMESSAGE	messages that <no_attachment> do not have attachments </no_attachment>	search_message
is parasa free tomorrow 100 pm	CALENDAR	is <contact_name> parasa </contact_name> <availability> free </availability> <start_date> tomorrow </start_date> <start_time> 100 pm </start_time>	check_availability
xls by ashuthosh called Working doc for Day Overview	FILES	<file_type> xls </file_type> by <contact_name> ashuthosh </contact_name> called <file_name> Working doc for Day Overview </file_name>	file_search
messages about Running Experiments	TEAMSMESSAGE	messages about <keyword> Running Experiments </keyword>	search_message
xlsx called 2019-12-13 Substrate Intelligence-MSAI Manganese Review	FILES	<file_type> xlsx </file_type> called <file_name> 2019-12-13 Substrate Intelligence-MSAI Manganese Review </file_name>	file_search
remind me to Paper3-Inconsistency at 1243	REMINDER	remind me to <reminder_text> Paper3-Inconsistency </reminder_text> at <start_time> 1243 </start_time>	create_single_reminder
chats about M365 Search - 3S Instrumentation - Client Contracts with no attachments	TEAMSMESSAGE	chats about <keyword> M365 Search - 3S Instrumentation - Client Contracts </keyword> with <no_attachment> no attachments </no_attachment>	search_message
start my 2020-01-16-MSAI Assistant Initiative Review spreadsheet	FILES	start <contact_name> my </contact_name> <file_keyword> 2020-01-16-MSAI Assistant Initiative Review </file_keyword> <file_type> spreadsheet </file_type>	file_search
excel by ashuthosh upadhyaya about PeopleSearchInTeams	FILES	<file_type> excel </file_type> by <contact_name> ashuthosh upadhyaya </contact_name> about <file_keyword> PeopleSearchInTeams </file_keyword>	file_search
open FY20 Annotation Asks excel	FILES	open <file_keyword> FY20 Annotation Asks </file_keyword> <file_type> excel </file_type>	file_open
docx by yaram about Files - Open and Download files	FILES	<file_type> docx </file_type> by <contact_name> yaram </contact_name> about <file_keyword> Files - Open and Download files </file_keyword>	file_search
find Cortana on Windows Vibranium International Plan app file	FILES	find <file_keyword> Cortana on Windows Vibranium International Plan </file_keyword> <file_type> app </file_type> file	file_search
set a reminder to Start Here	REMINDER	set a reminder to <reminder_text> Start Here </reminder_text>	create_single_reminder
what is jon harriss Compliant AI in M365 - Rajesh Review - 01-24-2020	PEOPLE	what is <contact_name> jon harris </contact_name> s <people_attribute> Compliant AI in M365 - Rajesh Review - 01-24-2020 </people_attribute>	search_people_attribute
find me Running Experiments word by suman	FILES	find me <file_keyword> Running Experiments </file_keyword> <file_type> word </file_type> by <contact_name> suman </contact_name>	file_search
add CPGC Quarterly Newsletter - FY 20 Q2 PDF to my festival list	NOTE	add <note_text> CPGC Quarterly Newsletter - FY 20 Q2 PDF </note_text> to my <title> festival </title> <data_type> list </data_type>	add_to_note
docx by venkata called 01-30-2020 Knowledge Bot - Full	FILES	<file_type> docx </file_type> by <contact_name> venkata </contact_name> called <file_name> 01-30-2020 Knowledge Bot - Full </file_name>	file_search
send a note to allison Data Oracle	EMAIL	send a <message_type> note </message_type> to <contact_name> allison </contact_name> <message> Data Oracle </message>	send_email
whats andreass Claim Genius Teaser June 2019	PEOPLE	whats <contact_name> andreas </contact_name> s <people_attribute> Claim Genius Teaser June 2019 </people_attribute>	search_people_attribute
remind me to Voice Scorecard on friday	REMINDER	remind me to <reminder_text> Voice Scorecard </reminder_text> on <start_date> friday </start_date>	create_single_reminder
show me my recently edited file named Local Experience	FILES	show me <contact_name> my </contact_name> <file_recency> recently </file_recency> <file_action> edited </file_action> file named <file_name> Local Experience </file_name>	file_search
can you find Running Experiments docx by suman	FILES	can you find <file_keyword> Running Experiments </file_keyword> <file_type> docx </file_type> by <contact_name> suman </contact_name>	file_search
messages from before last wednesday	TEAMSMESSAGE	messages from before <end_date> last wednesday </end_date>	search_message
find a room tomorrow at 530 pm	CALENDAR	find a room <start_date> tomorrow </start_date> at <start_time> 530 pm </start_time>	find_meeting_room
can you show me richs Running Experiments	PEOPLE	can you show me <contact_name> rich </contact_name> s <people_attribute> Running Experiments </people_attribute>	search_people_attribute
Data Handling Standards word by suman venkata	FILES	<file_keyword> Data Handling Standards </file_keyword> <file_type> word </file_type> by <contact_name> suman venkata </contact_name>	file_search
email satya Lifted Xaml Outline	EMAIL	email <contact_name> satya </contact_name> <message> Lifted Xaml Outline </message>	send_email
photo by reminders	REMINDER	photo by reminders	find_reminder
remove Calendar Skill	CALENDAR	remove <title> Calendar Skill </title>	delete_calendar_entry
remind me at 105 everyday to RichCaption tasks	REMINDER	remind me at <start_time> 105 </start_time> <start_date> everyday </start_date> to <reminder_text> RichCaption tasks </reminder_text>	create_single_reminder
add Compliant Skills - Onboarding Steps my pancake list	NOTE	add <note_text> Compliant Skills - Onboarding Steps </note_text> my <title> pancake </title> <data_type> list </data_type>	add_to_note
remind me to iOS Commute Pass Gmail	REMINDER	remind me to <reminder_text> iOS Commute Pass Gmail </reminder_text>	create_single_reminder
what are for tomorrow	CALENDAR	what are for <start_date> tomorrow </start_date>	find_calendar_entry
doc called CSDK-Manual-Testing-Cost	FILES	<file_type> doc </file_type> called <file_name> CSDK-Manual-Testing-Cost </file_name>	file_search
what is OnBoxAutopilotFactoryError of hari	PEOPLE	what is <people_attribute> OnBoxAutopilotFactoryError </people_attribute> of <contact_name> hari </contact_name>	search_people_attribute
