ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedIntent	JudgedDomain	JudgedConstraints	ConversationContext	MetaData	Frequency	Cat
filesearch_fileType_8822	0		user	add baking powder salt and MSAI -- FY20 Resource Allocation and New asks to my pancake list	add_to_note	NOTE	add <note_text> MSAI -- FY20 Resource Allocation and New asks </note_text> and <note_text> MSAI -- FY20 Resource Allocation and New asks </note_text> to my <title> pancake </title> <data_type> list </data_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8823	0		user	document by venkata suman yaram called Designers	file_search	FILES	document by <contact_name> venkata suman yaram </contact_name> called <file_name> Designers </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8824	0		user	docx by suman venkata about Flighting in compliance -Phase1	file_search	FILES	<file_type> docx </file_type> by <contact_name> suman venkata </contact_name> about <file_keyword> Flighting in compliance -Phase1 </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8825	0		user	what are govinds מה אתה מקבל מאיתנו	search_people_attribute	PEOPLE	what are <contact_name> govind </contact_name> s <people_attribute> מה אתה מקבל מאיתנו </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8826	0		user	whens my first meeting tomorrow	find_calendar_when	CALENDAR	whens my <order_ref> first </order_ref> meeting <start_date> tomorrow </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8827	0		user	docx shared by yaram venkata	file_search	FILES	<file_type> docx </file_type> <file_action> shared </file_action> by <contact_name> yaram venkata </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8828	0		user	open Jan- Teams word	file_open	FILES	open <file_keyword> Jan- Teams </file_keyword> <file_type> word </file_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8829	0		user	ufind יום צילום 2 doc	file_search	FILES	ufind <file_keyword> יום צילום 2 </file_keyword> <file_type> doc </file_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8830	0		user	remind me every monday night to Excel Dog food Testing	create_single_reminder	REMINDER	remind me <start_date> every monday </start_date> <start_time> night </start_time> to <reminder_text> Excel Dog food Testing </reminder_text>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8831	0		user	whats meeting tomorrow	find_calendar_entry	CALENDAR	whats meeting <start_date> tomorrow </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8832	0		user	venkata suman yaram docx	file_search	FILES	<contact_name> venkata suman yaram </contact_name> <file_type> docx </file_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8833	0		user	remind me to Meetings AI Summary2 at 700 pm	create_single_reminder	REMINDER	remind me to <reminder_text> Meetings AI Summary2 </reminder_text> at <start_time> 700 pm </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8834	0		user	suman venkata document	file_search	FILES	<contact_name> suman venkata </contact_name> document	{}	[]	1	PositiveFullMatch
filesearch_fileType_8835	0		user	email perry MM Shiproom Special Topics Schedule	send_email	EMAIL	email <contact_name> perry </contact_name> <message> MM Shiproom Special Topics Schedule </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8836	0		user	craig millers נסיעה לסיאטל	search_people_attribute	PEOPLE	<contact_name> craig miller </contact_name> s <people_attribute> נסיעה לסיאטל </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8837	0		user	christians Working doc for Day Overview	search_people_attribute	PEOPLE	<contact_name> christians </contact_name> <people_attribute> Working doc for Day Overview </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8838	0		user	open M365 Search - 3S Instrumentation - Client Contracts document by suman venkata	file_open	FILES	open <file_keyword> M365 Search - 3S Instrumentation - Client Contracts </file_keyword> document by <contact_name> suman venkata </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8839	0		user	book meeting	create_calendar_entry	CALENDAR	book meeting	{}	[]	1	PositiveFullMatch
filesearch_fileType_8840	0		user	send mail to andrew that Inside Sales Summary	send_email	EMAIL	send <message_type> mail </message_type> to <contact_name> andrew </contact_name> that <message> Inside Sales Summary </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8841	0		user	docx by suman called 4to3	file_search	FILES	<file_type> docx </file_type> by <contact_name> suman </contact_name> called <file_name> 4to3 </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8842	0		user	send an email to andrew that Flighting Plan	send_email	EMAIL	send an <message_type> email </message_type> to <contact_name> andrew </contact_name> that <message> Flighting Plan </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8843	0		user	what is jose Towards a theory of software development expertise present	search_people_attribute	PEOPLE	what is <contact_name> jose </contact_name> <people_attribute> Towards a theory of software development expertise present </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8844	0		user	find me NL Search for Email Messages Dev Spec xls by ashuthosh upadhyaya	file_search	FILES	find me <file_name> NL Search for Email Messages Dev Spec </file_name> <file_type> xls </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8845	0		user	what is millers nir	search_people_attribute	PEOPLE	what is <contact_name> miller </contact_name> s <people_attribute> nir </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8846	0		user	what is my 1000 am meeting tomorrow	find_calendar_entry	CALENDAR	what is my <start_time> 1000 am </start_time> meeting <start_date> tomorrow </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8847	0		user	add an appointment may 25th all day	create_calendar_entry	CALENDAR	add an appointment <start_date> may 25th </start_date> <duration> all day </duration>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8848	0		user	remind me to Investment Proof Submission FAQs sunday night at 800 pm	create_single_reminder	REMINDER	remind me to <reminder_text> Investment Proof Submission FAQs </reminder_text> <start_date> sunday </start_date> <start_time> night at 800 pm </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8849	0		user	find Cortana transition announcement - DRAFT xls	file_search	FILES	find <file_keyword> Cortana transition announcement - DRAFT </file_keyword> <file_type> xls </file_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8850	0		user	find Cortana in Teams R2 Weekly Shiproom xlsx	file_search	FILES	find <file_keyword> Cortana in Teams R2 Weekly Shiproom </file_keyword> <file_type> xlsx </file_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8851	0		user	what is erins Kingston	search_people_attribute	PEOPLE	what is <contact_name> erin </contact_name> s <people_attribute> Kingston </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8852	0		user	spreadsheet shared by upadhyaya	file_search	FILES	<file_type> spreadsheet </file_type> <file_action> shared </file_action> by <contact_name> upadhyaya </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8853	0		user	who is eligible for hero champion awards	people_other	PEOPLE	who is eligible for hero champion awards	{}	[]	1	PositiveFullMatch
filesearch_fileType_8854	0		user	messages mentioning Present the deck and Smart Navigation spec review in engineering design channel	search_message	TEAMSMESSAGE	messages mentioning <keyword> Present the deck and Smart Navigation spec review </keyword> in <channel> engineering design </channel> channel	{}	[]	1	PositiveFullMatch
filesearch_fileType_8855	0		user	docx called S+A OM focused Shiproom 01282020	file_search	FILES	<file_type> docx </file_type> called <file_name> S+A OM focused Shiproom 01282020 </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8856	0		user	docx suman sahred about Query volume per language	file_search	FILES	<file_type> docx </file_type> <contact_name> suman </contact_name> <file_action> sahred </file_action> about <file_keyword> Query volume per language </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8857	0		user	do i have any meetings for today	find_calendar_entry	CALENDAR	do i have any meetings for <start_date> today </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8858	0		user	Set up Cortana for Gmail account meeting	find_calendar_entry	CALENDAR	<title> Set up Cortana for Gmail account </title> meeting	{}	[]	1	PositiveFullMatch
filesearch_fileType_8859	0		user	xls upadhyaya shared about Evoke	file_search	FILES	<file_type> xls </file_type> <contact_name> upadhyaya </contact_name> <file_action> shared </file_action> about <file_keyword> Evoke </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8860	0		user	what is Great Places for Dogs of hari	search_people_attribute	PEOPLE	what is <people_attribute> Great Places for Dogs </people_attribute> of <contact_name> hari </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8861	0		user	Action Item UXR excel by ashuthosh upadhyaya	file_search	FILES	<file_keyword> Action Item UXR </file_keyword> <file_type> excel </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8862	0		user	xlsx named Voice Skills Manual Test Plan	file_search	FILES	<file_type> xlsx </file_type> named <file_name> Voice Skills Manual Test Plan </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8863	0		user	remind me to MSAI Live Site Review - 2019-12 today in evening	create_single_reminder	REMINDER	remind me to <reminder_text> MSAI Live Site Review - 2019-12 </reminder_text> <start_date> today </start_date> in <start_time> evening </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8864	0		user	docx by venkata suman yaram called OneNote_DeletedPages	file_search	FILES	<file_type> docx </file_type> by <contact_name> venkata suman yaram </contact_name> called <file_name> OneNote_DeletedPages </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8865	0		user	whats ashoks FHL-Fix	search_people_attribute	PEOPLE	whats <contact_name> ashok </contact_name> s <people_attribute> FHL-Fix </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8866	0		user	karls Smart Reply in Teams _ Status	search_people_attribute	PEOPLE	<contact_name> karl </contact_name> s <people_attribute> Smart Reply in Teams _ Status </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8867	0		user	Tutorials word by venkata suman yaram	file_search	FILES	<file_keyword> Tutorials </file_keyword> <file_type> word </file_type> by <contact_name> venkata suman yaram </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8868	0		user	when is my Lift Pres - January 20 - Tel Aviv Edition meeting	find_calendar_when	CALENDAR	when is my <title> Lift Pres - January 20 - Tel Aviv Edition </title> meeting	{}	[]	1	PositiveFullMatch
filesearch_fileType_8869	0		user	docx by suman venkata called Substrate Search Query API V2 Spec	file_search	FILES	<file_type> docx </file_type> by <contact_name> suman venkata </contact_name> called <file_name> Substrate Search Query API V2 Spec </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8870	0		user	Teams FriseBEE_PassRate shwetambari	search_people_attribute	PEOPLE	<people_attribute> Teams FriseBEE_PassRate </people_attribute> <contact_name> shwetambari </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8871	0		user	find free time with carlomagno	check_availability	CALENDAR	find <availability> free </availability> time with <contact_name> carlomagno </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8872	0		user	where is my appointment today	find_calendar_where	CALENDAR	where is my appointment <start_date> today </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8873	0		user	remind me in 2 minutes to SA_Disambiguation	create_single_reminder	REMINDER	remind me <start_time> in 2 minutes </start_time> to <reminder_text> SA_Disambiguation </reminder_text>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8874	0		user	spreadsheet ashuthosh upadhyaya shared about S+A Answer Extensibility - Plan for BUILD 2020 - v1.0	file_search	FILES	<file_type> spreadsheet </file_type> <contact_name> ashuthosh upadhyaya </contact_name> <file_action> shared </file_action> about <file_keyword> S+A Answer Extensibility - Plan for BUILD 2020 - v1.0 </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8875	0		user	remind me to Cortana UWP app - skill readiness in 50 minutes	create_single_reminder	REMINDER	remind me to <reminder_text> Cortana UWP app - skill readiness </reminder_text> <start_time> in 50 minutes </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8876	0		user	from bob about Extended logging support for MSFT employees	search_message	TEAMSMESSAGE	from <contact_name_from> bob </contact_name_from> about <keyword> Extended logging support for MSFT employees </keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8877	0		user	xls called Demos and Talking Points	file_search	FILES	<file_type> xls </file_type> called <file_name> Demos and Talking Points </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8878	0		user	second one	check_availability	CALENDAR	<position_ref> second </position_ref> one	{}	[]	1	PositiveFullMatch
filesearch_fileType_8879	0		user	msg from vijay	search_message	TEAMSMESSAGE	msg from <contact_name_from> vijay </contact_name_from>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8880	0		user	add Onboarding &amp; Training documents to my calendar for today at 500 pm	create_calendar_entry	CALENDAR	add <title> Onboarding &amp; Training documents </title> to my calendar for <start_date> today </start_date> at <start_time> 500 pm </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8881	0		user	docx by yaram venkata called WIP_DeadEnds	file_search	FILES	<file_type> docx </file_type> by <contact_name> yaram venkata </contact_name> called <file_name> WIP_DeadEnds </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8882	0		user	fund event	find_calendar_entry	CALENDAR	<title> fund </title> event	{}	[]	1	PositiveFullMatch
filesearch_fileType_8883	0		user	docx suman sahred about SIGS Architecture Discussion	file_search	FILES	<file_type> docx </file_type> <contact_name> suman </contact_name> <file_action> sahred </file_action> about <file_keyword> SIGS Architecture Discussion </file_keyword>	{}	[]	1	PositiveFullMatch
