MessageText	JudgedDomain	JudgedConstraints	JudgedIntent
file from mom with attachments about coronavirus	EMAILSEARCH	 file  from <relationship_name_from> mom </relationship_name_from> with <attachment> attachments </attachment> about <keyword> coronavirus </keyword>	search_email
file attachments last week	EMAILSEARCH	 file  <attachment> attachments </attachment> <start_date> last week </start_date>	search_email
show me file with vsdx attachments	EMAILSEARCH	show me  file  with <attachment_type> vsdx </attachment_type> <attachment> attachments </attachment>	search_email
find onenote attachment	EMAILSEARCH	find <attachment_type> onenote </attachment_type> <attachment> attachment </attachment>	search_email
file from jon hamaker with msg attachments	EMAILSEARCH	 file  from <contact_name_from> jon hamaker </contact_name_from> with <attachment_type> msg </attachment_type> <attachment> attachments </attachment>	search_email
files may 1 through may 5 with attachments	EMAILSEARCH	 files  <start_date> may 1 </start_date> through <end_date> may 5 </end_date> with <attachment> attachments </attachment>	search_email
from manasi with attachment	EMAILSEARCH	from <contact_name_from> manasi </contact_name_from> with <attachment> attachment </attachment>	search_email
show me new file from allison with attachments	EMAILSEARCH	show me <message_category> new </message_category>  file  from <contact_name_from> allison </contact_name_from> with <attachment> attachments </attachment>	search_email
w9 pptx attachment	EMAILSEARCH	<keyword> w9 </keyword> <attachment_type> pptx </attachment_type> <attachment> attachment </attachment>	search_email
file from jorge with attachment	EMAILSEARCH	 file  from <contact_name_from> jorge </contact_name_from> with <attachment> attachment </attachment>	search_email
files to ray and carol about boat accident with attachments	EMAILSEARCH	 files  to <contact_name_to> ray </contact_name_to> and <contact_name_to> carol </contact_name_to> about <keyword> boat accident </keyword> with <attachment> attachments </attachment>	search_email
look for excels attachments	EMAILSEARCH	look for <attachment_type> excels </attachment_type> <attachment> attachments </attachment>	search_email
file received between march 1 and march 15 with attachments trtyreruer	EMAILSEARCH	 file  received between <start_date> march 1 </start_date> and <end_date> march 15 </end_date> with <attachment> attachments </attachment> trtyreruer	search_email
hunting list attachment from peter	EMAILSEARCH	<keyword> hunting list </keyword> <attachment> attachment </attachment> from <contact_name_from> peter </contact_name_from>	search_email
last week files with attachment	EMAILSEARCH	<start_date> last week </start_date>  files  with <attachment> attachment </attachment>	search_email
which file contain presentations attachments	EMAILSEARCH	which  file  contain <attachment_type> presentations </attachment_type> <attachment> attachments </attachment>	search_email
file with attachment	EMAILSEARCH	 file  with <attachment> attachment </attachment>	search_email
show me all file from pete k with attachments	EMAILSEARCH	show me all  file  from <contact_name_from> pete k </contact_name_from> with <attachment> attachments </attachment>	search_email
file from february 28th to march 1st with attachments	EMAILSEARCH	 file  from <start_date> february 28th </start_date> to <end_date> march 1st </end_date> with <attachment> attachments </attachment>	search_email
attachments was sent my director though files	EMAILSEARCH	<attachment> attachments </attachment> was sent <relationship_name> my director </relationship_name> though  files 	search_email
file that has attachments	EMAILSEARCH	 file  that has <attachment> attachments </attachment>	search_email
files with attachment from june about music	EMAILSEARCH	 files  with <attachment> attachment </attachment> from <start_date> june </start_date> about <keyword> music </keyword>	search_email
live well 365 mails with attachment	EMAILSEARCH	<keyword> live well 365 </keyword> mails with <attachment> attachment </attachment>	search_email
look for files with docs attachments	EMAILSEARCH	look for  files  with <attachment_type> docs </attachment_type> <attachment> attachments </attachment>	search_email
attachments in my inbox	EMAILSEARCH	<attachment> attachments </attachment> in my <destination_folder> inbox </destination_folder>	search_email
file from malik with attachments	EMAILSEARCH	 file  from <contact_name_from> malik </contact_name_from> with <attachment> attachments </attachment>	search_email
files sent from ana with attachments three weeks ago	EMAILSEARCH	 files  sent from <contact_name_from> ana </contact_name_from> with <attachment> attachments </attachment> <start_date> three weeks ago </start_date>	search_email
yesterday he sent me an files about slide attachments on dogs	EMAILSEARCH	<start_date> yesterday </start_date> he sent <relationship_name_to> me </relationship_name_to> an  files  about <attachment_type> slide </attachment_type> <attachment> attachments </attachment> on <keyword> dogs </keyword>	search_email
ryan work pdf attachment	EMAILSEARCH	<contact_name> ryan </contact_name> <keyword> work </keyword> <attachment_type> pdf </attachment_type> <attachment> attachment </attachment>	search_email
file from boss with attachment	EMAILSEARCH	 file  from <relationship_name_from> boss </relationship_name_from> with <attachment> attachment </attachment>	search_email
files with attachments with manual underwriting in title	EMAILSEARCH	 files  with <attachment> attachments </attachment> with <email_subject> manual underwriting </email_subject> in title	search_email
show any files that have an attachment	EMAILSEARCH	show any  files  that have an <attachment> attachment </attachment>	search_email
file with attachments	EMAILSEARCH	 file  with <attachment> attachments </attachment>	search_email
mias files with decks attachments	EMAILSEARCH	<contact_name> mia </contact_name> s  files  with <attachment_type> decks </attachment_type> <attachment> attachments </attachment>	search_email
file with attachments from bridget to laney about birthday party	EMAILSEARCH	 file  with <attachment> attachments </attachment> from <contact_name_from> bridget </contact_name_from> to <contact_name_to> laney </contact_name_to> about <keyword> birthday party </keyword>	search_email
file s with attachment in them	EMAILSEARCH	 file  s with <attachment> attachment </attachment> in them	search_email
from ming with attachment	EMAILSEARCH	from <contact_name_from> ming </contact_name_from> with <attachment> attachment </attachment>	search_email
look for purchase order attachments in files	EMAILSEARCH	look for <keyword> purchase order </keyword> <attachment> attachments </attachment> in  files 	search_email
files with an attachment from bill	EMAILSEARCH	 files  with an <attachment> attachment </attachment> from <contact_name_from> bill </contact_name_from>	search_email
recent attachment in inbox	EMAILSEARCH	<order_ref> recent </order_ref> <attachment> attachment </attachment> in <destination_folder> inbox </destination_folder>	search_email
there is some attachments to this file	EMAILSEARCH	there is some <attachment> attachments </attachment> to this  file 	search_email
all attachments from icici bank	EMAILSEARCH	all <attachment> attachments </attachment> from <contact_name_from> icici bank </contact_name_from>	search_email
message from randy about corporate planning with attachment	EMAILSEARCH	message from <contact_name_from> randy </contact_name_from> about <keyword> corporate planning </keyword> with <attachment> attachment </attachment>	search_email
do i have file from dollar shave club that have attachments	EMAILSEARCH	do i have  file  from <contact_name_from> dollar shave club </contact_name_from> that have <attachment> attachments </attachment>	search_email
