MessageText	JudgedDomain	JudgedConstraints	JudgedIntent
documents from july with powerpoint attachments	EMAILSEARCH	 documents  from <start_date> july </start_date> with <attachment_type> powerpoint </attachment_type> <attachment> attachments </attachment>	search_email
show me any attachments in my files	EMAILSEARCH	show me any <attachment> attachments </attachment> in my  files 	search_email
september files attachments	EMAILSEARCH	<start_date> september </start_date>  files  <attachment> attachments </attachment>	search_email
davids project update document with attachments	EMAILSEARCH	<contact_name> david </contact_name> s <keyword> project update </keyword>  document  with <attachment> attachments </attachment>	search_email
show documents to matt with attachment	EMAILSEARCH	show  documents  to <contact_name_to> matt </contact_name_to> with <attachment> attachment </attachment>	search_email
outgoing document with attachment	EMAILSEARCH	outgoing  document  with <attachment> attachment </attachment>	search_email
file that has attachments from november	EMAILSEARCH	 file  that has <attachment> attachments </attachment> from <start_date> november </start_date>	search_email
document from etienne with attachments about shots	EMAILSEARCH	 document  from <contact_name_from> etienne </contact_name_from> with <attachment> attachments </attachment> about <keyword> shots </keyword>	search_email
show document from andrew with mpt attachments	EMAILSEARCH	show  document  from <contact_name_from> andrew </contact_name_from> with <attachment_type> mpt </attachment_type> <attachment> attachments </attachment>	search_email
document from robert to cora re chamberlain visit with worksheet attachments july 2015 to august 2015	EMAILSEARCH	 document  from <contact_name_from> robert </contact_name_from> to <contact_name_to> cora </contact_name_to> re <keyword> chamberlain visit </keyword> with <attachment_type> worksheet </attachment_type> <attachment> attachments </attachment> <start_date> july 2015 </start_date> to <end_date> august 2015 </end_date>	search_email
file with attachment from july 1 to july 16	EMAILSEARCH	 file  with <attachment> attachment </attachment> from <start_date> july 1 </start_date> to <end_date> july 16 </end_date>	search_email
files from last month containing an attachment about a party	EMAILSEARCH	 files  from <start_date> last month </start_date> containing an <attachment> attachment </attachment> about a <keyword> party </keyword>	search_email
document to fiona with attachment	EMAILSEARCH	 document  to <contact_name_to> fiona </contact_name_to> with <attachment> attachment </attachment>	search_email
opened file with an attachment	EMAILSEARCH	opened  file  with an <attachment> attachment </attachment>	search_email
file from october that have attachments	EMAILSEARCH	 file  from <start_date> october </start_date> that have <attachment> attachments </attachment>	search_email
i want to see wes attachments with workbook	EMAILSEARCH	i want to see <contact_name> wes </contact_name> <attachment> attachments </attachment> with <attachment_type> workbook </attachment_type>	search_email
documents with attachment from june about music	EMAILSEARCH	 documents  with <attachment> attachment </attachment> from <start_date> june </start_date> about <keyword> music </keyword>	search_email
mark sent files with attachment yesterday to steven	EMAILSEARCH	<contact_name_from> mark </contact_name_from> sent  files  with <attachment> attachment </attachment> <start_date> yesterday </start_date> to <contact_name_to> steven </contact_name_to>	search_email
show files with attachment from kevin	EMAILSEARCH	show  files  with <attachment> attachment </attachment> from <contact_name_from> kevin </contact_name_from>	search_email
search for files from thomas with an attachment	EMAILSEARCH	search for  files  from <contact_name_from> thomas </contact_name_from> with an <attachment> attachment </attachment>	search_email
document with attachment regarding biology	EMAILSEARCH	 document  with <attachment> attachment </attachment> regarding <keyword> biology </keyword>	search_email
all documents with attachments	EMAILSEARCH	all  documents  with <attachment> attachments </attachment>	search_email
from anu with attachments	EMAILSEARCH	from <contact_name_from> anu </contact_name_from> with <attachment> attachments </attachment>	search_email
open document on visiting hospital with pdf attachment	EMAILSEARCH	open  document  on <keyword> visiting hospital </keyword> with <attachment_type> pdf </attachment_type> <attachment> attachment </attachment>	search_email
messages to ed with attachment	EMAILSEARCH	messages to <contact_name_to> ed </contact_name_to> with <attachment> attachment </attachment>	search_email
from tim spreadsheets attachments	EMAILSEARCH	from <contact_name_from> tim </contact_name_from> <attachment_type> spreadsheets </attachment_type> <attachment> attachments </attachment>	search_email
what recent files do i have which have attachments	EMAILSEARCH	what <order_ref> recent </order_ref>  files  do i have which have <attachment> attachments </attachment>	search_email
work tracker documents from team with attachments	EMAILSEARCH	<keyword> work tracker </keyword>  documents  from <contact_name_from> team </contact_name_from> with <attachment> attachments </attachment>	search_email
file received from may with attachments	EMAILSEARCH	 file  received from <start_date> may </start_date> with <attachment> attachments </attachment>	search_email
files from belle from september with attachment	EMAILSEARCH	 files  from <contact_name_from> belle </contact_name_from> from <start_date> september </start_date> with <attachment> attachment </attachment>	search_email
attachment from frank	EMAILSEARCH	<attachment> attachment </attachment> from <contact_name_from> frank </contact_name_from>	search_email
let me see document with pptx attachments	EMAILSEARCH	let me see  document  with <attachment_type> pptx </attachment_type> <attachment> attachments </attachment>	search_email
files with attachment sent by yong	EMAILSEARCH	 files  with <attachment> attachment </attachment> sent by <contact_name_from> yong </contact_name_from>	search_email
find all document from jonny that have an attachment	EMAILSEARCH	find all  document  from <contact_name_from> jonny </contact_name_from> that have an <attachment> attachment </attachment>	search_email
cleaning schedule document with attachments from june to july	EMAILSEARCH	<keyword> cleaning schedule </keyword>  document  with <attachment> attachments </attachment> from <start_date> june </start_date> to <end_date> july </end_date>	search_email
find file sent from zachary jones during february which have attachments	EMAILSEARCH	find  file  sent from <contact_name_from> zachary jones </contact_name_from> during <start_date> february </start_date> which have <attachment> attachments </attachment>	search_email
documents from john with attachment about dogs from june	EMAILSEARCH	 documents  from <contact_name_from> john </contact_name_from> with <attachment> attachment </attachment> about <keyword> dogs </keyword> from <start_date> june </start_date>	search_email
search for document with an attachment i sent to paul	EMAILSEARCH	search for  document  with an <attachment> attachment </attachment> i sent to <contact_name_to> paul </contact_name_to>	search_email
documents that had new logo proof attachment	EMAILSEARCH	 documents  that had <keyword> new logo proof </keyword> <attachment> attachment </attachment>	search_email
